Waiting for logs. Press CTRL + C to stop
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "2a446b0ed6bd4c21a1685079c9c9184e",
    "event_type": "compute.instance.update",
    "message_id": "7c96b67e-99c0-4260-80be-567c169c9790",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:56:57.983531",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "ephemeral_gb": 0,
        "host": null,
        "hostname": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "7a5f391f-3a8a-42d5-accd-17440e169d66",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "scheduling",
        "node": null,
        "old_display_name": "testing",
        "old_state": "building",
        "old_task_state": "scheduling",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "scheduling",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:56:57.999000"
}
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "934fca0a89e342a29c26a83fbbae756b",
    "event_type": "compute.instance.update",
    "message_id": "8bf2ed11-0f01-4523-bfb9-ab7376ed02d8",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:56:58.057997",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57+00:00",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "ephemeral_gb": 0,
        "host": null,
        "hostname": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "7a5f391f-3a8a-42d5-accd-17440e169d66",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": "scheduling",
        "node": null,
        "old_state": "building",
        "old_task_state": "scheduling",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "scheduling",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "api.node-1",
    "timestamp": "2015-08-28 15:56:58.077170"
}
ERROR: Unsupproted parsing of conductor message with method build_instances
ERROR: Unsupported parsing of message with routing key scheduler
ERROR: Unsupproted parsing of conductor message with event scheduler.select_destinations.start
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "686d68ca15584f65a29647a11a119a17",
    "event_type": "scheduler.select_destinations.start",
    "message_id": "ac974695-911b-441f-af0d-752c586f1df7",
    "payload": {
        "request_spec": {
            "image": {
                "checksum": "64d7c1cd2b6f60c92c14662941cb7913",
                "container_format": "bare",
                "created_at": "2015-08-27T08:42:48.000000",
                "deleted": false,
                "deleted_at": null,
                "disk_format": "qcow2",
                "id": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
                "is_public": true,
                "min_disk": 0,
                "min_ram": 64,
                "name": "TestVM",
                "owner": "4ec7fd2ad8bc41c192019151a25a3a72",
                "properties": {
                    "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
                },
                "size": 13167616,
                "status": "active",
                "updated_at": "2015-08-27T08:42:49.000000"
            },
            "instance_properties": {
                "access_ip_v4": null,
                "access_ip_v6": null,
                "architecture": null,
                "auto_disk_config": true,
                "availability_zone": "nova",
                "cell_name": null,
                "cleaned": false,
                "config_drive": "",
                "created_at": "2015-08-28T15:56:57.000000",
                "default_ephemeral_device": null,
                "default_swap_device": null,
                "deleted": false,
                "deleted_at": null,
                "disable_terminate": false,
                "display_description": "testing",
                "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
                "ephemeral_gb": 0,
                "ephemeral_key_uuid": null,
                "host": null,
                "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
                "id": 45,
                "image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
                "info_cache": {
                    "created_at": "2015-08-28T15:56:57.000000",
                    "deleted": false,
                    "deleted_at": null,
                    "instance_uuid": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
                    "network_info": [],
                    "updated_at": null
                },
                "instance_type_id": 6,
                "kernel_id": "",
                "key_data": null,
                "key_name": null,
                "launch_index": 0,
                "launched_at": null,
                "launched_on": null,
                "locked": false,
                "locked_by": null,
                "memory_mb": 64,
                "metadata": {},
                "name": "instance-0000002d",
                "node": null,
                "numa_topology": null,
                "os_type": null,
                "power_state": 0,
                "progress": 0,
                "project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
                "ramdisk_id": "",
                "reservation_id": "r-kv6xctx5",
                "root_device_name": null,
                "root_gb": 0,
                "scheduled_at": null,
                "security_groups": [],
                "shutdown_terminate": false,
                "system_metadata": {
                    "image_base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
                    "image_container_format": "bare",
                    "image_disk_format": "qcow2",
                    "image_min_disk": "0",
                    "image_min_ram": "64",
                    "image_murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}",
                    "instance_type_ephemeral_gb": "0",
                    "instance_type_flavorid": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
                    "instance_type_id": "6",
                    "instance_type_memory_mb": "64",
                    "instance_type_name": "m1.micro",
                    "instance_type_root_gb": "0",
                    "instance_type_rxtx_factor": "1.0",
                    "instance_type_swap": "0",
                    "instance_type_vcpu_weight": null,
                    "instance_type_vcpus": "1"
                },
                "task_state": "scheduling",
                "terminated_at": null,
                "updated_at": "2015-08-28T15:56:57.000000",
                "user_data": null,
                "user_id": "8fe013c359294e0d9d9950efdb0a8434",
                "uuid": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
                "vcpus": 1,
                "vm_mode": null,
                "vm_state": "building"
            },
            "instance_type": {
                "ephemeral_gb": 0,
                "extra_specs": {},
                "flavorid": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
                "id": 6,
                "memory_mb": 64,
                "name": "m1.micro",
                "root_gb": 0,
                "rxtx_factor": 1.0,
                "swap": 0,
                "vcpu_weight": null,
                "vcpus": 1
            },
            "instance_uuids": [
                "57c91f65-f278-44e2-b6d0-464f8fe292c5",
                "7a5f391f-3a8a-42d5-accd-17440e169d66"
            ],
            "num_instances": 2
        }
    },
    "priority": "INFO",
    "publisher_id": "scheduler.node-1",
    "timestamp": "2015-08-28 15:56:58.779710"
}
ERROR: Unsupproted parsing of conductor message with event scheduler.select_destinations.end
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "2b277bfaedb24878983084ca687dab78",
    "event_type": "scheduler.select_destinations.end",
    "message_id": "5b978915-3d47-424e-9bfa-29750b6b6074",
    "payload": {
        "request_spec": {
            "image": {
                "checksum": "64d7c1cd2b6f60c92c14662941cb7913",
                "container_format": "bare",
                "created_at": "2015-08-27T08:42:48.000000",
                "deleted": false,
                "deleted_at": null,
                "disk_format": "qcow2",
                "id": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
                "is_public": true,
                "min_disk": 0,
                "min_ram": 64,
                "name": "TestVM",
                "owner": "4ec7fd2ad8bc41c192019151a25a3a72",
                "properties": {
                    "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
                },
                "size": 13167616,
                "status": "active",
                "updated_at": "2015-08-27T08:42:49.000000"
            },
            "instance_properties": {
                "access_ip_v4": null,
                "access_ip_v6": null,
                "architecture": null,
                "auto_disk_config": true,
                "availability_zone": "nova",
                "cell_name": null,
                "cleaned": false,
                "config_drive": "",
                "created_at": "2015-08-28T15:56:57.000000",
                "default_ephemeral_device": null,
                "default_swap_device": null,
                "deleted": false,
                "deleted_at": null,
                "disable_terminate": false,
                "display_description": "testing",
                "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
                "ephemeral_gb": 0,
                "ephemeral_key_uuid": null,
                "host": null,
                "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
                "id": 45,
                "image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
                "info_cache": {
                    "created_at": "2015-08-28T15:56:57.000000",
                    "deleted": false,
                    "deleted_at": null,
                    "instance_uuid": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
                    "network_info": [],
                    "updated_at": null
                },
                "instance_type_id": 6,
                "kernel_id": "",
                "key_data": null,
                "key_name": null,
                "launch_index": 0,
                "launched_at": null,
                "launched_on": null,
                "locked": false,
                "locked_by": null,
                "memory_mb": 64,
                "metadata": {},
                "name": "instance-0000002d",
                "node": null,
                "numa_topology": null,
                "os_type": null,
                "power_state": 0,
                "progress": 0,
                "project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
                "ramdisk_id": "",
                "reservation_id": "r-kv6xctx5",
                "root_device_name": null,
                "root_gb": 0,
                "scheduled_at": null,
                "security_groups": [],
                "shutdown_terminate": false,
                "system_metadata": {
                    "image_base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
                    "image_container_format": "bare",
                    "image_disk_format": "qcow2",
                    "image_min_disk": "0",
                    "image_min_ram": "64",
                    "image_murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}",
                    "instance_type_ephemeral_gb": "0",
                    "instance_type_flavorid": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
                    "instance_type_id": "6",
                    "instance_type_memory_mb": "64",
                    "instance_type_name": "m1.micro",
                    "instance_type_root_gb": "0",
                    "instance_type_rxtx_factor": "1.0",
                    "instance_type_swap": "0",
                    "instance_type_vcpu_weight": null,
                    "instance_type_vcpus": "1"
                },
                "task_state": "scheduling",
                "terminated_at": null,
                "updated_at": "2015-08-28T15:56:57.000000",
                "user_data": null,
                "user_id": "8fe013c359294e0d9d9950efdb0a8434",
                "uuid": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
                "vcpus": 1,
                "vm_mode": null,
                "vm_state": "building"
            },
            "instance_type": {
                "ephemeral_gb": 0,
                "extra_specs": {},
                "flavorid": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
                "id": 6,
                "memory_mb": 64,
                "name": "m1.micro",
                "root_gb": 0,
                "rxtx_factor": 1.0,
                "swap": 0,
                "vcpu_weight": null,
                "vcpus": 1
            },
            "instance_uuids": [
                "57c91f65-f278-44e2-b6d0-464f8fe292c5",
                "7a5f391f-3a8a-42d5-accd-17440e169d66"
            ],
            "num_instances": 2
        }
    },
    "priority": "INFO",
    "publisher_id": "scheduler.node-1",
    "timestamp": "2015-08-28 15:56:59.736086"
}
ERROR: Unsupported parsing of message with routing key compute.node-2
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
ERROR: Unsupported parsing of message with routing key compute.node-2
ERROR: Unsupproted parsing of conductor message with method object_class_action
ERROR: Unsupproted parsing of conductor message with method object_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "a1a785bc26d7422f989ca9cb59dd4471",
    "event_type": "compute.instance.update",
    "message_id": "0fadecb1-5f98-43c0-90df-c98d32656320",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:02.111244",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "ephemeral_gb": 0,
        "host": null,
        "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": null,
        "node": null,
        "old_state": "building",
        "old_task_state": "scheduling",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:02.202809"
}
ERROR: Unsupproted parsing of conductor message with method object_class_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "49c4e70740b543469051b79582dab47f",
    "event_type": "compute.instance.update",
    "message_id": "934765e2-4228-44c5-83ad-d2e4c95acce9",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:02.910888",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "ephemeral_gb": 0,
        "host": null,
        "hostname": "testing-7a5f391f-3a8a-42d5-accd-17440e169d66",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
            "murano_image_info": "{\"title\": \"Murano Demo\", \"type\": \"cirros.demo\"}"
        },
        "image_ref_url": "http://172.16.0.2:9292/images/f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
        "instance_flavor_id": "2dd0b247-4a15-47c1-bcaa-527e1feb67bc",
        "instance_id": "7a5f391f-3a8a-42d5-accd-17440e169d66",
        "instance_type": "m1.micro",
        "instance_type_id": 6,
        "kernel_id": "",
        "launched_at": "",
        "memory_mb": 64,
        "metadata": {},
        "new_task_state": null,
        "node": null,
        "old_state": "building",
        "old_task_state": "scheduling",
        "os_type": null,
        "progress": "",
        "ramdisk_id": "",
        "reservation_id": "r-kv6xctx5",
        "root_gb": 0,
        "state": "building",
        "state_description": "",
        "tenant_id": "4ec7fd2ad8bc41c192019151a25a3a72",
        "terminated_at": "",
        "user_id": "8fe013c359294e0d9d9950efdb0a8434",
        "vcpus": 1
    },
    "priority": "INFO",
    "publisher_id": "None.node-1",
    "timestamp": "2015-08-28 15:57:02.978548"
}
ERROR: Unsupproted parsing of conductor message with method instance_update
ERROR: Unsupproted parsing of conductor message with method object_class_action
{
    "_context_auth_token": "e73f460277ca4656bb38a78f14f50e4b",
    "_context_instance_lock_checked": false,
    "_context_is_admin": true,
    "_context_project_id": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_project_name": "admin",
    "_context_quota_class": null,
    "_context_read_deleted": "no",
    "_context_remote_address": "172.16.0.2",
    "_context_request_id": "req-9f9abcb2-1e74-4f90-9ad5-de92ecd1b8f3",
    "_context_roles": [
        "admin"
    ],
    "_context_service_catalog": [
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v1/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinder",
            "type": "volume"
        },
        {
            "endpoints": [
                {
                    "adminURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "internalURL": "http://192.168.0.1:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "publicURL": "http://172.16.0.2:8776/v2/4ec7fd2ad8bc41c192019151a25a3a72",
                    "region": "RegionOne"
                }
            ],
            "name": "cinderv2",
            "type": "volumev2"
        }
    ],
    "_context_tenant": "4ec7fd2ad8bc41c192019151a25a3a72",
    "_context_timestamp": "2015-08-28T15:56:56.336124",
    "_context_user": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_id": "8fe013c359294e0d9d9950efdb0a8434",
    "_context_user_name": "admin",
    "_unique_id": "3fc82dac3d244e5cbc91edf27c3fad04",
    "event_type": "compute.instance.update",
    "message_id": "264a0779-a77c-423e-bd67-ecf81ea9cb2f",
    "payload": {
        "access_ip_v4": null,
        "access_ip_v6": null,
        "architecture": null,
        "audit_period_beginning": "2015-08-01T00:00:00.000000",
        "audit_period_ending": "2015-08-28T15:57:03.709194",
        "availability_zone": "nova",
        "bandwidth": {},
        "cell_name": "",
        "created_at": "2015-08-28 15:56:57",
        "deleted_at": "",
        "disk_gb": 0,
        "display_name": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "ephemeral_gb": 0,
        "host": "node-2",
        "hostname": "testing-57c91f65-f278-44e2-b6d0-464f8fe292c5",
        "image_meta": {
            "base_image_ref": "f8c261b3-bdcb-4d93-9f27-7fbcd340143c",
            "container_format": "bare",
            "disk_format": "qcow2",
            "min_disk": "0",
            "min_ram": "64",
